DATE,DEXSFUS
2016-04-14,14.5225
2016-04-15,14.5785
2016-04-18,14.4810
2016-04-19,14.2855
2016-04-20,14.2150
2016-04-21,14.2800
2016-04-22,14.4025
2016-04-25,14.5175
2016-04-26,14.3605
2016-04-27,14.5055
2016-04-28,14.2645
2016-04-29,14.2355
2016-05-02,14.3255
2016-05-03,14.6085
2016-05-04,14.9215
2016-05-05,14.9290
2016-05-06,14.8850
2016-05-09,15.1840
2016-05-10,15.1305
2016-05-11,15.0265
2016-05-12,15.0600
2016-05-13,15.3505
2016-05-16,15.6075
2016-05-17,15.5215
2016-05-18,15.7430
2016-05-19,15.8805
2016-05-20,15.6690
2016-05-23,15.7625
2016-05-24,15.6150
2016-05-25,15.6900
2016-05-26,15.5650
2016-05-27,15.6500
2016-05-30,15.6500
2016-05-31,15.7150
2016-06-01,15.5975
2016-06-02,15.5910
2016-06-03,15.1010
2016-06-06,14.9605
2016-06-07,14.8760
2016-06-08,14.7125
2016-06-09,14.8345
2016-06-10,15.1055
2016-06-13,15.1535
2016-06-14,15.3035
2016-06-15,15.2525
2016-06-16,15.4485
2016-06-17,15.2170
2016-06-20,14.8215
2016-06-21,14.7555
2016-06-22,14.6300
2016-06-23,14.4260
2016-06-24,15.0000
2016-06-27,15.4900
2016-06-28,15.2180
2016-06-29,14.8310
2016-06-30,14.7755
2016-07-01,14.5755
2016-07-04,14.5755
2016-07-05,14.7865
2016-07-06,14.7775
2016-07-07,14.7000
2016-07-08,14.5750
2016-07-11,14.4360
2016-07-12,14.3310
2016-07-13,14.4240
2016-07-14,14.2320
2016-07-15,14.3530
2016-07-18,14.2585
2016-07-19,14.3320
2016-07-20,14.3380
2016-07-21,14.2245
2016-07-22,14.3460
2016-07-25,14.3700
2016-07-26,14.3635
2016-07-27,14.3505
2016-07-28,14.1990
2016-07-29,13.8875
2016-08-01,13.9005
2016-08-02,14.0125
2016-08-03,13.9645
2016-08-04,13.6800
2016-08-05,13.7970
2016-08-08,13.6275
2016-08-09,13.4205
2016-08-10,13.3105
2016-08-11,13.3210
2016-08-12,13.5175
2016-08-15,13.3105
2016-08-16,13.3060
2016-08-17,13.4905
2016-08-18,13.3500
2016-08-19,13.5065
2016-08-22,13.5705
2016-08-23,13.8000
2016-08-24,14.1900
2016-08-25,14.2320
2016-08-26,14.1205
2016-08-29,14.3925
2016-08-30,14.4850
2016-08-31,14.6985
2016-09-01,14.6845
2016-09-02,14.4705
2016-09-05,14.4705
2016-09-06,14.0630
2016-09-07,14.0500
2016-09-08,14.1130
2016-09-09,14.3910
2016-09-12,14.3900
2016-09-13,14.4735
2016-09-14,14.2550
2016-09-15,14.1875
2016-09-16,14.2265
2016-09-19,14.0050
2016-09-20,13.8550
2016-09-21,13.6800
2016-09-22,13.6075
2016-09-23,13.6900
2016-09-26,13.6750
2016-09-27,13.4800
2016-09-28,13.6825
2016-09-29,13.8550
2016-09-30,13.7200
2016-10-03,13.6450
2016-10-04,13.7300
2016-10-05,13.7150
2016-10-06,13.8550
2016-10-07,13.9325
2016-10-10,13.9325
2016-10-11,14.3600
2016-10-12,14.2550
2016-10-13,14.2225
2016-10-14,14.2475
2016-10-17,14.1450
2016-10-18,13.8900
2016-10-19,13.8600
2016-10-20,13.9125
2016-10-21,14.0275
2016-10-24,13.9175
2016-10-25,13.7750
2016-10-26,13.8775
2016-10-27,13.8600
2016-10-28,13.8325
2016-10-31,13.4850
2016-11-01,13.5750
2016-11-02,13.5100
2016-11-03,13.4750
2016-11-04,13.6100
2016-11-07,13.3425
2016-11-08,13.2725
2016-11-09,13.4750
2016-11-10,14.0425
2016-11-11,14.0425
2016-11-14,14.3700
2016-11-15,14.2000
2016-11-16,14.2950
2016-11-17,14.3050
2016-11-18,14.3800
2016-11-21,14.2675
2016-11-22,14.1325
2016-11-23,14.2025
2016-11-24,14.2025
2016-11-25,14.1050
2016-11-28,13.7325
2016-11-29,13.8800
2016-11-30,14.0775
2016-12-01,14.0750
2016-12-02,13.8825
2016-12-05,13.7725
2016-12-06,13.5975
2016-12-07,13.5200
2016-12-08,13.6500
2016-12-09,13.7650
2016-12-12,13.6450
2016-12-13,13.6375
2016-12-14,13.6725
2016-12-15,14.1025
2016-12-16,14.0750
2016-12-19,14.0925
2016-12-20,14.0150
2016-12-21,13.9385
2016-12-22,14.0305
2016-12-23,14.0081
2016-12-26,14.0081
2016-12-27,13.9325
2016-12-28,13.8575
2016-12-29,13.6225
2016-12-30,13.7000
2017-01-02,13.7000
2017-01-03,13.7800
2017-01-04,13.6275
2017-01-05,13.5575
2017-01-06,13.7150
2017-01-09,13.6325
2017-01-10,13.6725
2017-01-11,13.8375
2017-01-12,13.4675
2017-01-13,13.4425
2017-01-16,13.4425
2017-01-17,13.4950
2017-01-18,13.5050
2017-01-19,13.6000
2017-01-20,13.6000
2017-01-23,13.5000
2017-01-24,13.3375
2017-01-25,13.2625
2017-01-26,13.3825
2017-01-27,13.4900
2017-01-30,13.5350
2017-01-31,13.5075
2017-02-01,13.4250
2017-02-02,13.3675
2017-02-03,13.2300
2017-02-06,13.4000
2017-02-07,13.4175
2017-02-08,13.3875
2017-02-09,13.3925
2017-02-10,13.3800
2017-02-13,13.3125
2017-02-14,13.1625
2017-02-15,12.9625
2017-02-16,13.0500
2017-02-17,13.0975
2017-02-20,13.0975
2017-02-21,13.1200
2017-02-22,13.0650
2017-02-23,12.8975
2017-02-24,12.9275
2017-02-27,12.9250
2017-02-28,13.1000
2017-03-01,13.0325
2017-03-02,13.1000
2017-03-03,13.0900
2017-03-06,13.0000
2017-03-07,12.9550
2017-03-08,13.0975
2017-03-09,13.2900
2017-03-10,13.2150
2017-03-13,13.1125
2017-03-14,13.1400
2017-03-15,13.0275
2017-03-16,12.7375
2017-03-17,12.7425
2017-03-20,12.6300
2017-03-21,12.6150
2017-03-22,12.5600
2017-03-23,12.4950
2017-03-24,12.4300
2017-03-27,12.7425
2017-03-28,12.9000
2017-03-29,13.0250
2017-03-30,12.8075
2017-03-31,13.4225
2017-04-03,13.7050
2017-04-04,13.5375
2017-04-05,13.7525
2017-04-06,13.7700
2017-04-07,13.7700
2017-04-10,13.9025
2017-04-11,13.8275
2017-04-12,13.6225
2017-04-13,13.4225
2017-04-14,13.4150
2017-04-17,13.2950
2017-04-18,13.2850
2017-04-19,13.3025
2017-04-20,13.1875
2017-04-21,13.1575
2017-04-24,12.9850
2017-04-25,13.0875
2017-04-26,13.2825
2017-04-27,13.3725
2017-04-28,13.3350
2017-05-01,13.3750
2017-05-02,13.2850
2017-05-03,13.3525
2017-05-04,13.6150
2017-05-05,13.4775
2017-05-08,13.6000
2017-05-09,13.5900
2017-05-10,13.4500
2017-05-11,13.3300
2017-05-12,13.3750
2017-05-15,13.1600
2017-05-16,13.0925
2017-05-17,13.1675
2017-05-18,13.4100
2017-05-19,13.2225
2017-05-22,13.2175
2017-05-23,13.1050
2017-05-24,12.9525
2017-05-25,12.8750
2017-05-26,12.8700
2017-05-29,12.8700
2017-05-30,13.1125
2017-05-31,13.1725
2017-06-01,12.9775
2017-06-02,12.8000
2017-06-05,12.6850
2017-06-06,12.8325
2017-06-07,12.8275
2017-06-08,12.8975
2017-06-09,12.8525
2017-06-12,12.8300
2017-06-13,12.8000
2017-06-14,12.5925
2017-06-15,12.8725
2017-06-16,12.8150
2017-06-19,12.9550
2017-06-20,13.0650
2017-06-21,13.0425
2017-06-22,12.9800
2017-06-23,12.9175
2017-06-26,12.8500
2017-06-27,12.9600
2017-06-28,12.9550
2017-06-29,13.0325
2017-06-30,13.0925
2017-07-03,13.2225
2017-07-04,13.2225
2017-07-05,13.4000
2017-07-06,13.4500
2017-07-07,13.4250
2017-07-10,13.4300
2017-07-11,13.5950
2017-07-12,13.2350
2017-07-13,13.2525
2017-07-14,13.0275
2017-07-17,12.9100
2017-07-18,12.9050
2017-07-19,12.9200
2017-07-20,13.0050
2017-07-21,12.9425
2017-07-24,12.9650
2017-07-25,13.0250
2017-07-26,13.0275
2017-07-27,13.0250
2017-07-28,13.0225
2017-07-31,13.2225
2017-08-01,13.2150
2017-08-02,13.2100
2017-08-03,13.3925
2017-08-04,13.4600
2017-08-07,13.2700
2017-08-08,13.2000
2017-08-09,13.4550
2017-08-10,13.3550
2017-08-11,13.4700
2017-08-14,13.2975
2017-08-15,13.3075
2017-08-16,13.2100
2017-08-17,13.1825
2017-08-18,13.1525
2017-08-21,13.1550
2017-08-22,13.2100
2017-08-23,13.2075
2017-08-24,13.2000
2017-08-25,13.0325
2017-08-28,13.0425
2017-08-29,12.9450
2017-08-30,12.9800
2017-08-31,12.9925
2017-09-01,12.9250
2017-09-04,12.9250
2017-09-05,12.8950
2017-09-06,12.7625
2017-09-07,12.8550
2017-09-08,12.9200
2017-09-11,12.9525
2017-09-12,12.9975
2017-09-13,13.1550
2017-09-14,13.1600
2017-09-15,13.1600
2017-09-18,13.2875
2017-09-19,13.3325
2017-09-20,13.2325
2017-09-21,13.2575
2017-09-22,13.1900
2017-09-25,13.3500
2017-09-26,13.3875
2017-09-27,13.5375
2017-09-28,13.5275
2017-09-29,13.5100
2017-10-02,13.5900
2017-10-03,13.6600
2017-10-04,13.5900
2017-10-05,13.6325
2017-10-06,13.7300
2017-10-09,13.7300
2017-10-10,13.6425
2017-10-11,13.5550
2017-10-12,13.4575
2017-10-13,13.2600
2017-10-16,13.2775
2017-10-17,13.4250
2017-10-18,13.5675
2017-10-19,13.5375
2017-10-20,13.6750
2017-10-23,13.7350
2017-10-24,13.7350
2017-10-25,14.0700
2017-10-26,14.1725
2017-10-27,14.1725
2017-10-30,14.0300
2017-10-31,14.1325
2017-11-01,14.0800
2017-11-02,14.0175
2017-11-03,14.2150
2017-11-06,14.1525
2017-11-07,14.2350
2017-11-08,14.1205
2017-11-09,14.2525
2017-11-10,14.2525
2017-11-13,14.4925
2017-11-14,14.3875
2017-11-15,14.3950
2017-11-16,14.1850
2017-11-17,13.9700
2017-11-20,14.0450
2017-11-21,13.9650
2017-11-22,13.8725
2017-11-23,13.8725
2017-11-24,13.8575
2017-11-27,13.7375
2017-11-28,13.5950
2017-11-29,13.6375
2017-11-30,13.6425
2017-12-01,13.7225
2017-12-04,13.5725
2017-12-05,13.4700
2017-12-06,13.5300
2017-12-07,13.6375
2017-12-08,13.6575
2017-12-11,13.5675
2017-12-12,13.6950
2017-12-13,13.5250
2017-12-14,13.4775
2017-12-15,13.1850
2017-12-18,12.5950
2017-12-19,12.7250
2017-12-20,12.5875
2017-12-21,12.7300
2017-12-22,12.6050
2017-12-25,12.6050
2017-12-26,12.5050
2017-12-27,12.3000
2017-12-28,12.3725
2017-12-29,12.3750
2018-01-01,12.3750
2018-01-02,12.4400
2018-01-03,12.3400
2018-01-04,12.3100
2018-01-05,12.3400
2018-01-08,12.3850
2018-01-09,12.3800
2018-01-10,12.4950
2018-01-11,12.4550
2018-01-12,12.4200
2018-01-15,12.4200
2018-01-16,12.2650
2018-01-17,12.2775
2018-01-18,12.1175
2018-01-19,12.2150
2018-01-22,12.0900
2018-01-23,12.0800
2018-01-24,11.9275
2018-01-25,11.8525
2018-01-26,11.8850
2018-01-29,11.9700
2018-01-30,11.9625
2018-01-31,11.8900
2018-02-01,11.8400
2018-02-02,12.0400
2018-02-05,12.0300
2018-02-06,12.0050
2018-02-07,11.9650
2018-02-08,12.1325
2018-02-09,12.0525
2018-02-12,11.9100
2018-02-13,11.9400
2018-02-14,11.7425
2018-02-15,11.6600
2018-02-16,11.6125
2018-02-19,11.6125
2018-02-20,11.7250
2018-02-21,11.6325
2018-02-22,11.6700
2018-02-23,11.5500
2018-02-26,11.615
2018-02-27,11.7075
2018-02-28,11.78
2018-03-01,11.8825
2018-03-02,11.9575
2018-03-05,11.84
2018-03-06,11.77
2018-03-07,11.8725
2018-03-08,11.9075
2018-03-09,11.81
2018-03-12,11.8275
2018-03-13,11.7725
2018-03-14,11.775
2018-03-15,11.87
2018-03-16,11.9925
2018-03-19,12.0625
2018-03-20,11.9575
2018-03-21,11.9075
2018-03-22,11.88
2018-03-23,11.755
2018-03-26,11.665
2018-03-27,11.6275
2018-03-28,11.73
2018-03-29,11.85
2018-03-30,11.815
2018-04-02,11.8525
2018-04-03,11.82
2018-04-04,11.905
2018-04-05,11.9675
2018-04-06,12.05
2018-04-09,12.0775
2018-04-10,12.05
2018-04-11,11.985
2018-04-12,12.015
2018-04-13,12.085
2018-04-16,12.0575
2018-04-17,11.9775
2018-04-18,11.935
2018-04-19,11.98
2018-04-20,12.0875
2018-04-23,12.315
2018-04-24,12.3325
2018-04-25,12.4625
2018-04-26,12.44
2018-04-27,12.3675
2018-04-30,12.4775
2018-05-01,12.62
2018-05-02,12.6625
2018-05-03,12.675
2018-05-04,12.52
2018-05-07,12.5325
2018-05-08,12.6275
2018-05-09,12.59
2018-05-10,12.3375
2018-05-11,12.275
2018-05-14,12.265
2018-05-15,12.545
2018-05-16,12.4375
2018-05-17,12.58
2018-05-18,12.72
2018-05-21,12.7
2018-05-22,12.525
2018-05-23,12.535
2018-05-24,12.4375
2018-05-25,12.4575
2018-05-28,12.4575
2018-05-29,12.6275
2018-05-30,12.515
2018-05-31,12.6825
2018-06-01,12.64
2018-06-04,12.5675
2018-06-05,12.7625
2018-06-06,12.7
2018-06-07,12.945
2018-06-08,13.095
2018-06-11,13.1169
2018-06-12,13.2405
2018-06-13,13.2424
2018-06-14,13.3075
2018-06-15,13.375
2018-06-18,13.705
2018-06-19,13.705
2018-06-20,13.6
2018-06-21,13.645
2018-06-22,13.43
2018-06-25,13.6025
2018-06-26,13.5325
2018-06-27,13.84
2018-06-28,13.825
2018-06-29,13.7125
2018-07-02,13.8925
2018-07-03,13.6875
2018-07-04,13.6875
2018-07-05,13.57
2018-07-06,13.49
2018-07-09,13.38
2018-07-10,13.3375
2018-07-11,13.4925
2018-07-12,13.23
2018-07-13,13.2825
2018-07-16,13.22
2018-07-17,13.235
2018-07-18,13.2575
2018-07-19,13.53
2018-07-20,13.43
2018-07-23,13.515
2018-07-24,13.3225
2018-07-25,13.175
2018-07-26,13.245
2018-07-27,13.1775
2018-07-30,13.1425
2018-07-31,13.095
2018-08-01,13.2225
2018-08-02,13.3875
2018-08-03,13.285
2018-08-06,13.3925
2018-08-07,13.305
2018-08-08,13.405
2018-08-09,13.6625
2018-08-10,14.065
2018-08-13,14.3675
2018-08-14,14.2525
2018-08-15,14.61
2018-08-16,14.575
2018-08-17,14.7775
2018-08-20,14.6125
2018-08-21,14.3425
2018-08-22,14.1825
2018-08-23,14.315
2018-08-24,14.2825
2018-08-27,14.135
2018-08-28,14.12
2018-08-29,14.3425
2018-08-30,14.7675
2018-08-31,14.7
2018-09-03,14.7
2018-09-04,15.305
2018-09-05,15.4725
2018-09-06,15.3
2018-09-07,15.1425
2018-09-10,15.2
2018-09-11,15.125
2018-09-12,14.97
2018-09-13,14.815
2018-09-14,14.9175
2018-09-17,14.91
2018-09-18,14.8275
2018-09-19,14.6225
2018-09-20,14.3725
2018-09-21,14.3
2018-09-24,14.2425
2018-09-25,14.375
2018-09-26,14.16
2018-09-27,14.045
2018-09-28,14.155
2018-10-01,14.2
2018-10-02,14.33
2018-10-03,14.45
2018-10-04,14.7875
2018-10-05,14.845
2018-10-08,14.845
2018-10-09,14.6625
2018-10-10,14.62
2018-10-11,14.63
2018-10-12,14.585
2018-10-15,14.3625
2018-10-16,14.175
2018-10-17,14.14
2018-10-18,14.3875
2018-10-19,14.4025
2018-10-22,14.2825
2018-10-23,14.3675
2018-10-24,14.49
2018-10-25,14.5275
2018-10-26,14.5625
2018-10-29,14.5225
2018-10-30,14.6225
2018-10-31,14.76
2018-11-01,14.505
2018-11-02,14.38
2018-11-05,14.2225
2018-11-06,14.165
2018-11-07,13.9275
2018-11-08,14.075
2018-11-09,14.35
2018-11-12,14.35
2018-11-13,14.4425
2018-11-14,14.3575
2018-11-15,14.225
2018-11-16,14.03
2018-11-19,14.0375
2018-11-20,14.09
2018-11-21,13.8675
2018-11-22,13.8675
2018-11-23,13.85
2018-11-26,13.88
2018-11-27,13.9775
2018-11-28,13.935
2018-11-29,13.645
2018-11-30,13.84
2018-12-03,13.6725
2018-12-04,13.745
2018-12-05,13.745
2018-12-06,14.125
2018-12-07,14.1575
2018-12-10,14.4358
2018-12-11,14.3525
2018-12-12,14.1875
2018-12-13,14.185
2018-12-14,14.38
2018-12-17,14.3875
2018-12-18,14.3
2018-12-19,14.135
2018-12-20,14.38
2018-12-21,14.46
2018-12-24,14.46
2018-12-25,14.46
2018-12-26,14.51
2018-12-27,14.49
2018-12-28,14.3525
2018-12-31,14.3775
2019-01-01,14.3775
2019-01-02,14.41
2019-01-03,14.3125
2019-01-04,13.9625
2019-01-07,13.8775
2019-01-08,13.94
2019-01-09,13.8825
2019-01-10,13.85
2019-01-11,13.8425
2019-01-14,13.8425
2019-01-15,13.7825
2019-01-16,13.6825
2019-01-17,13.77
2019-01-18,13.8275
2019-01-21,13.8275
2019-01-22,13.935
2019-01-23,13.845
2019-01-24,13.705
2019-01-25,13.615
2019-01-28,13.705
2019-01-29,13.5875
2019-01-30,13.58
2019-01-31,13.285
2019-02-01,13.3125
2019-02-04,13.3975
2019-02-05,13.39
2019-02-06,13.5125
2019-02-07,13.665
2019-02-08,13.6475
2019-02-11,13.825
2019-02-12,13.785
2019-02-13,13.965
2019-02-14,14.24
2019-02-15,14.1225
2019-02-18,14.1225
2019-02-19,14.12
2019-02-20,14.12
2019-02-21,14.0125
2019-02-22,13.975
2019-02-25,13.8075
2019-02-26,13.885
2019-02-27,13.9125
2019-02-28,14.075
2019-03-01,14.1975
2019-03-04,14.2425
2019-03-05,14.1775
2019-03-06,14.235
2019-03-07,14.5
2019-03-08,14.405
2019-03-11,14.36
2019-03-12,14.3225
2019-03-13,14.4075
2019-03-14,14.4875
2019-03-15,14.3975
2019-03-18,14.4325
2019-03-19,14.435
2019-03-20,14.3725
2019-03-21,14.235
2019-03-22,14.485
2019-03-25,14.3175
2019-03-26,14.4275
2019-03-27,14.6175
2019-03-28,14.62
2019-03-29,14.4275
2019-04-01,14.1675
2019-04-02,14.2525
2019-04-03,14.1375
2019-04-04,14.1275
2019-04-05,14.0625
2019-04-08,14.12
2019-04-09,14.05
2019-04-10,13.905
2019-04-11,14.005
2019-04-12,13.935
2019-04-15,14.015
2019-04-16,14.055
2019-04-17,14.005
2019-04-18,14.0375
2019-04-19,14.0725
2019-04-22,14.16
2019-04-23,14.305
2019-04-24,14.405
2019-04-25,14.4275
2019-04-26,14.3225
2019-04-29,14.3075
2019-04-30,14.325
2019-05-01,14.365
2019-05-02,14.5375
2019-05-03,14.37
2019-05-06,14.4825
2019-05-07,14.44
2019-05-08,14.3375
2019-05-09,14.39
2019-05-10,14.1825
2019-05-13,14.35
2019-05-14,14.2275
2019-05-15,14.1975
2019-05-16,14.2125
2019-05-17,14.4275
2019-05-20,14.375
2019-05-21,14.3875
2019-05-22,14.385
2019-05-23,14.4475
2019-05-24,14.4275
2019-05-27,14.4275
2019-05-28,14.73
2019-05-29,14.73
2019-05-30,14.7
2019-05-31,14.585
2019-06-03,14.49
2019-06-04,14.7125
2019-06-05,14.8925
2019-06-06,14.98
2019-06-07,14.985
2019-06-10,14.785
2019-06-11,14.68
2019-06-12,14.8425
2019-06-13,14.8975
2019-06-14,14.795
2019-06-17,14.7975
2019-06-18,14.5025
2019-06-19,14.4825
2019-06-20,14.335
2019-06-21,14.34
2019-06-24,14.3775
2019-06-25,14.2925
2019-06-26,14.22
2019-06-27,14.1525
2019-06-28,14.14
2019-07-01,14.1375
2019-07-02,14.075
2019-07-03,14.0925
2019-07-04,14.0925
2019-07-05,14.1875
2019-07-08,14.125
2019-07-09,14.135
2019-07-10,14.04
